Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764600895,20,,Aggregated,2.200000,1.600000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,261,167,10000.0,6467.370830482762,1.944273000844987,13338.531108998723,258.5977011494253
1764600896,20,,Aggregated,2.000000,1.400000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,262,168,10000.0,6481.072755007633,1.944273000844987,13338.531108998723,259.05725190839695
1764600897,20,,Aggregated,2.200000,1.600000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,265,170,10000.0,6483.66981914718,1.944273000844987,13338.531108998723,259.17735849056606
1764600898,20,,Aggregated,1.800000,1.300000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,270,173,10000.0,6475.396202251859,1.944273000844987,13338.531108998723,258.96666666666664
1764600899,20,,Aggregated,1.900000,1.400000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,273,176,10000.0,6514.838776219788,1.944273000844987,13338.531108998723,260.2857142857143
1764600900,20,,Aggregated,1.600000,1.200000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,277,177,10000.0,6457.163973097483,1.944273000844987,13338.531108998723,258.4476534296029
1764600901,20,,Aggregated,2.100000,1.500000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,279,179,10000.0,6482.987161695355,1.944273000844987,13338.531108998723,259.31182795698925
1764600902,20,,Aggregated,2.400000,1.600000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,282,180,10000.0,6449.706741787254,1.944273000844987,13338.531108998723,258.2588652482269
1764600903,20,,Aggregated,2.400000,1.600000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,282,180,10000.0,6449.706741787254,1.944273000844987,13338.531108998723,258.2588652482269
1764600904,20,,Aggregated,2.500000,1.700000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,284,181,10000.0,6468.883098253542,1.944273000844987,13338.531108998723,259.25
1764600905,20,,Aggregated,2.600000,1.800000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,285,182,10000.0,6481.547873224584,1.944273000844987,13338.531108998723,259.6701754385965
1764600906,20,,Aggregated,2.700000,1.800000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,288,184,10000.0,6483.890871944467,1.944273000844987,13338.531108998723,259.77430555555554
1764600907,20,,Aggregated,2.500000,1.600000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,289,185,10000.0,6496.275116186875,1.944273000844987,13338.531108998723,260.1868512110727
1764600908,20,,Aggregated,2.400000,1.500000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,290,185,10000.0,6473.881973586226,1.944273000844987,13338.531108998723,259.4655172413793
1764600909,20,,Aggregated,2.400000,1.500000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,291,186,10000.0,6486.202289532665,1.944273000844987,13338.531108998723,259.87628865979383
1764600910,20,,Aggregated,2.000000,1.200000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,297,192,10000.0,6558.359608235709,1.944273000844987,13338.531108998723,262.2828282828283
1764600911,20,,Aggregated,1.700000,0.900000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,298,193,10000.0,6570.119733221499,1.944273000844987,13338.531108998723,262.6744966442953
